Station ID,Observer ID,Serial Number,Date,Time,ObsG,Dial,Feedback Correction,Earthtide Correction,Level Correction,Temperature Correction,Beam Error,Height,Elevation,Latitude,Longitude,Elapsed Time,Standard Deviation,Temperature Frequency,Note
ap1001,mmf,B-107,2022/04/09,16:50:42,2633.0045,2700,-15.7677,-0.0227,0.0000,0.0000,-0.0020,0.000,1549.220,34.116258,-106.814286,130,0.0038,96,No notes.
ap1001,mmf,B-107,2022/04/09,16:50:48,2633.0102,2700,-15.7621,-0.0227,0.0000,0.0000,0.0010,0.000,1549.220,34.116258,-106.814286,136,0.0024,96,No notes.
ap1001,mmf,B-107,2022/04/09,16:50:55,2633.0127,2700,-15.7596,-0.0227,0.0000,0.0000,0.0010,0.000,1549.220,34.116258,-106.814286,143,0.0035,96,No notes.
ap1001,mmf,B-107,2022/04/09,16:51:01,2633.0099,2700,-15.7624,-0.0227,0.0000,0.0000,-0.0010,0.000,1549.220,34.116258,-106.814286,149,0.0030,96,No notes.
ap1001,mmf,B-107,2022/04/09,16:51:09,2633.0111,2700,-15.7612,-0.0227,0.0000,0.0000,0.0004,0.000,1549.220,34.116258,-106.814286,157,0.0017,97,No notes.
ap1001,mmf,B-107,2022/04/09,16:51:28,2633.0143,2700,-15.7580,-0.0227,0.0000,0.0000,0.0011,0.000,1549.220,34.116258,-106.814286,176,0.0033,96,No notes.
ap1001,mmf,B-107,2022/04/09,16:51:34,2633.0115,2700,-15.7608,-0.0227,0.0000,0.0000,-0.0006,0.000,1549.220,34.116258,-106.814286,182,0.0024,96,No notes.
ap1001,mmf,B-107,2022/04/09,16:51:42,2633.0110,2700,-15.7614,-0.0227,0.0000,0.0000,0.0001,0.000,1549.220,34.116258,-106.814286,190,0.0021,96,No notes.
AP004,mmf,B-107,2022/04/09,17:39:02,2649.0514,2700,0.2765,-0.0200,0.0000,0.0000,-0.0034,0.000,1414.810,34.094619,-106.864988,46,0.0029,95,No notes.
AP004,mmf,B-107,2022/04/09,17:39:11,2649.0394,2700,0.2644,-0.0200,0.0000,0.0000,-0.0040,0.000,1414.810,34.094619,-106.864988,55,0.0087,95,No notes.
AP004,mmf,B-107,2022/04/09,17:39:25,2649.0697,2700,0.2947,-0.0200,0.0000,0.0000,0.0078,0.000,1414.810,34.094619,-106.864988,69,0.0028,96,No notes.
AP004,mmf,B-107,2022/04/09,17:39:38,2649.0593,2700,0.2843,-0.0200,0.0000,0.0000,0.0022,0.000,1414.810,34.094619,-106.864988,82,0.0014,95,No notes.
AP004,mmf,B-107,2022/04/09,17:39:46,2649.0554,2700,0.2804,-0.0200,0.0000,0.0000,-0.0015,0.000,1414.810,34.094619,-106.864988,90,0.0022,96,No notes.
AP004,mmf,B-107,2022/04/09,17:39:54,2649.0593,2700,0.2843,-0.0200,0.0000,0.0000,0.0003,0.000,1414.810,34.094619,-106.864988,98,0.0014,96,No notes.
AP004,mmf,B-107,2022/04/09,17:40:00,2649.0584,2700,0.2834,-0.0200,0.0000,0.0000,0.0000,0.000,1414.810,34.094619,-106.864988,104,0.0009,95,No notes.
AP004,mmf,B-107,2022/04/09,17:40:05,2649.0584,2700,0.2834,-0.0199,0.0000,0.0000,-0.0004,0.000,1414.810,34.094619,-106.864988,109,0.0020,96,No notes.
AP004,mmf,B-107,2022/04/09,17:40:12,2649.0575,2700,0.2825,-0.0199,0.0000,0.0000,-0.0006,0.000,1414.810,34.094619,-106.864988,116,0.0019,96,No notes.
AP004,mmf,B-107,2022/04/09,17:40:18,2649.0614,2700,0.2864,-0.0199,0.0000,0.0000,0.0019,0.000,1414.810,34.094619,-106.864988,122,0.0021,96,No notes.
AP004,mmf,B-107,2022/04/09,17:40:26,2649.0591,2700,0.2841,-0.0199,0.0000,0.0000,-0.0003,0.000,1414.810,34.094619,-106.864988,130,0.0028,95,No notes.
AP004,mmf,B-107,2022/04/09,17:40:33,2649.0590,2700,0.2839,-0.0199,0.0000,0.0000,0.0003,0.000,1414.810,34.094619,-106.864988,137,0.0027,96,No notes.
AP004,mmf,B-107,2022/04/09,17:40:40,2649.0588,2700,0.2837,-0.0199,0.0000,0.0000,-0.0004,0.000,1414.810,34.094619,-106.864988,144,0.0035,95,No notes.
AP004,mmf,B-107,2022/04/09,17:40:46,2649.0593,2700,0.2843,-0.0199,0.0000,0.0000,0.0011,0.000,1414.810,34.094619,-106.864988,150,0.0020,96,No notes.
ap1001,mmf,B-107,2022/04/09,18:31:21,2632.9763,2700,-15.8019,-0.0167,0.0000,0.0000,-0.0003,0.000,1549.220,34.116258,-106.814286,82,0.0064,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:31:27,2632.9923,2700,-15.7860,-0.0167,0.0000,0.0000,0.0051,0.000,1549.220,34.116258,-106.814286,88,0.0030,95,No notes.
ap1001,mmf,B-107,2022/04/09,18:31:33,2632.9936,2700,-15.7847,-0.0167,0.0000,0.0000,0.0008,0.000,1549.220,34.116258,-106.814286,94,0.0014,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:31:40,2632.9937,2700,-15.7846,-0.0167,0.0000,0.0000,0.0000,0.000,1549.220,34.116258,-106.814286,101,0.0023,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:31:47,2632.9941,2700,-15.7842,-0.0167,0.0000,0.0000,-0.0003,0.000,1549.220,34.116258,-106.814286,108,0.0017,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:31:53,2632.9929,2700,-15.7855,-0.0167,0.0000,0.0000,-0.0009,0.000,1549.220,34.116258,-106.814286,114,0.0014,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:31:59,2632.9966,2700,-15.7817,-0.0167,0.0000,0.0000,0.0011,0.000,1549.220,34.116258,-106.814286,120,0.0021,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:07,2632.9959,2700,-15.7824,-0.0167,0.0000,0.0000,0.0003,0.000,1549.220,34.116258,-106.814286,128,0.0022,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:13,2632.9964,2700,-15.7819,-0.0166,0.0000,0.0000,0.0003,0.000,1549.220,34.116258,-106.814286,134,0.0029,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:19,2632.9957,2700,-15.7826,-0.0166,0.0000,0.0000,-0.0006,0.000,1549.220,34.116258,-106.814286,140,0.0027,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:25,2632.9952,2700,-15.7832,-0.0166,0.0000,0.0000,-0.0003,0.000,1549.220,34.116258,-106.814286,146,0.0010,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:32,2632.9965,2700,-15.7819,-0.0166,0.0000,0.0000,0.0001,0.000,1549.220,34.116258,-106.814286,153,0.0011,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:41,2632.9972,2700,-15.7812,-0.0166,0.0000,0.0000,0.0005,0.000,1549.220,34.116258,-106.814286,162,0.0017,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:48,2632.9967,2700,-15.7817,-0.0166,0.0000,0.0000,-0.0001,0.000,1549.220,34.116258,-106.814286,169,0.0009,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:32:56,2632.9954,2700,-15.7830,-0.0166,0.0000,0.0000,-0.0005,0.000,1549.220,34.116258,-106.814286,177,0.0019,94,No notes.
ap1001,mmf,B-107,2022/04/09,18:33:02,2632.9958,2700,-15.7826,-0.0166,0.0000,0.0000,0.0001,0.000,1549.220,34.116258,-106.814286,183,0.0011,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:05,2649.0348,2700,0.2508,-0.0109,0.0000,0.0000,-0.0004,0.000,1414.810,34.094619,-106.864988,52,0.0072,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:12,2649.0469,2700,0.2628,-0.0109,0.0000,0.0000,0.0039,0.000,1414.810,34.094619,-106.864988,59,0.0033,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:20,2649.0485,2700,0.2644,-0.0109,0.0000,0.0000,0.0010,0.000,1414.810,34.094619,-106.864988,67,0.0021,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:26,2649.0483,2700,0.2642,-0.0109,0.0000,0.0000,0.0006,0.000,1414.810,34.094619,-106.864988,73,0.0019,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:31,2649.0469,2700,0.2628,-0.0109,0.0000,0.0000,-0.0003,0.000,1414.810,34.094619,-106.864988,78,0.0033,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:37,2649.0466,2700,0.2625,-0.0109,0.0000,0.0000,-0.0001,0.000,1414.810,34.094619,-106.864988,84,0.0026,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:44,2649.0482,2700,0.2641,-0.0108,0.0000,0.0000,0.0009,0.000,1414.810,34.094619,-106.864988,91,0.0022,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:50,2649.0488,2700,0.2646,-0.0108,0.0000,0.0000,0.0002,0.000,1414.810,34.094619,-106.864988,97,0.0019,94,No notes.
AP004,mmf,B-107,2022/04/09,19:31:56,2649.0461,2700,0.2619,-0.0108,0.0000,0.0000,-0.0015,0.000,1414.810,34.094619,-106.864988,103,0.0039,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:02,2649.0467,2700,0.2625,-0.0108,0.0000,0.0000,-0.0003,0.000,1414.810,34.094619,-106.864988,109,0.0020,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:09,2649.0493,2700,0.2651,-0.0108,0.0000,0.0000,0.0010,0.000,1414.810,34.094619,-106.864988,116,0.0008,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:15,2649.0486,2700,0.2644,-0.0108,0.0000,0.0000,0.0003,0.000,1414.810,34.094619,-106.864988,122,0.0009,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:21,2649.0486,2700,0.2644,-0.0108,0.0000,0.0000,0.0000,0.000,1414.810,34.094619,-106.864988,128,0.0012,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:30,2649.0465,2700,0.2623,-0.0108,0.0000,0.0000,-0.0008,0.000,1414.810,34.094619,-106.864988,137,0.0013,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:38,2649.0476,2700,0.2633,-0.0107,0.0000,0.0000,-0.0001,0.000,1414.810,34.094619,-106.864988,145,0.0014,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:45,2649.0443,2700,0.2600,-0.0107,0.0000,0.0000,-0.0015,0.000,1414.810,34.094619,-106.864988,152,0.0035,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:52,2649.0448,2700,0.2605,-0.0107,0.0000,0.0000,0.0003,0.000,1414.810,34.094619,-106.864988,159,0.0041,94,No notes.
AP004,mmf,B-107,2022/04/09,19:32:58,2649.0436,2700,0.2593,-0.0107,0.0000,0.0000,-0.0007,0.000,1414.810,34.094619,-106.864988,165,0.0032,94,No notes.
AP004,mmf,B-107,2022/04/09,19:33:04,2649.0431,2700,0.2587,-0.0107,0.0000,0.0000,-0.0006,0.000,1414.810,34.094619,-106.864988,171,0.0011,94,No notes.
ap1001,mmf,B-107,2022/04/09,20:29:54,2632.9691,2700,-15.8243,-0.0017,0.0000,0.0000,-0.0016,0.000,1549.220,34.116258,-106.814286,81,0.0062,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:01,2632.9838,2700,-15.8096,-0.0016,0.0000,0.0000,0.0029,0.000,1549.220,34.116258,-106.814286,88,0.0037,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:07,2632.9957,2700,-15.7977,-0.0016,0.0000,0.0000,0.0044,0.000,1549.220,34.116258,-106.814286,94,0.0080,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:19,2632.9879,2700,-15.8055,-0.0016,0.0000,0.0000,-0.0027,0.000,1549.220,34.116258,-106.814286,106,0.0032,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:27,2632.9910,2700,-15.8025,-0.0016,0.0000,0.0000,0.0015,0.000,1549.220,34.116258,-106.814286,114,0.0040,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:33,2632.9931,2700,-15.8003,-0.0015,0.0000,0.0000,0.0021,0.000,1549.220,34.116258,-106.814286,120,0.0045,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:38,2632.9914,2700,-15.8021,-0.0015,0.0000,0.0000,0.0012,0.000,1549.220,34.116258,-106.814286,125,0.0038,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:45,2632.9967,2700,-15.7968,-0.0015,0.0000,0.0000,0.0024,0.000,1549.220,34.116258,-106.814286,132,0.0043,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:53,2632.9914,2700,-15.8021,-0.0015,0.0000,0.0000,-0.0017,0.000,1549.220,34.116258,-106.814286,140,0.0010,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:30:59,2632.9921,2700,-15.8014,-0.0015,0.0000,0.0000,0.0002,0.000,1549.220,34.116258,-106.814286,146,0.0013,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:31:06,2632.9950,2700,-15.7986,-0.0014,0.0000,0.0000,0.0011,0.000,1549.220,34.116258,-106.814286,153,0.0044,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:31:11,2632.9948,2700,-15.7987,-0.0014,0.0000,0.0000,-0.0001,0.000,1549.220,34.116258,-106.814286,158,0.0036,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:31:19,2632.9924,2700,-15.8012,-0.0014,0.0000,0.0000,-0.0010,0.000,1549.220,34.116258,-106.814286,166,0.0035,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:31:27,2632.9929,2700,-15.8007,-0.0014,0.0000,0.0000,0.0002,0.000,1549.220,34.116258,-106.814286,174,0.0017,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:31:32,2632.9954,2700,-15.7982,-0.0013,0.0000,0.0000,0.0012,0.000,1549.220,34.116258,-106.814286,179,0.0031,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:31:43,2632.9939,2700,-15.7998,-0.0013,0.0000,0.0000,-0.0004,0.000,1549.220,34.116258,-106.814286,190,0.0027,93,No notes.
ap1001,mmf,B-107,2022/04/09,20:31:52,2632.9944,2700,-15.7993,-0.0013,0.0000,0.0000,-0.0002,0.000,1549.220,34.116258,-106.814286,199,0.0016,93,No notes.
NMTAA,fichera,B-107,2022/05/06,22:32:22,2628.7675,2700,-20.1318,0.1043,0.0000,0.0000,0.0018,0.000,1441.630,34.066214,-106.917128,95,0.0063,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:32:29,2628.7824,2700,-20.1170,0.1044,0.0000,0.0000,0.0029,0.000,1441.630,34.066214,-106.917128,102,0.0066,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:32:38,2628.7861,2700,-20.1132,0.1044,0.0000,0.0000,0.0029,0.000,1441.630,34.066214,-106.917128,111,0.0040,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:32:45,2628.7844,2700,-20.1150,0.1044,0.0000,0.0000,0.0016,0.000,1441.630,34.066214,-106.917128,118,0.0026,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:32:52,2628.7829,2700,-20.1164,0.1044,0.0000,0.0000,0.0006,0.000,1441.630,34.066214,-106.917128,125,0.0016,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:32:59,2628.7842,2700,-20.1152,0.1044,0.0000,0.0000,0.0003,0.000,1441.630,34.066214,-106.917128,132,0.0012,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:33:06,2628.7844,2700,-20.1150,0.1044,0.0000,0.0000,0.0002,0.000,1441.630,34.066214,-106.917128,139,0.0024,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:33:15,2628.7858,2700,-20.1136,0.1044,0.0000,0.0000,0.0010,0.000,1441.630,34.066214,-106.917128,148,0.0014,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:33:22,2628.7871,2700,-20.1123,0.1044,0.0000,0.0000,0.0010,0.000,1441.630,34.066214,-106.917128,155,0.0031,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:33:31,2628.7858,2700,-20.1136,0.1044,0.0000,0.0000,0.0004,0.000,1441.630,34.066214,-106.917128,164,0.0035,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:33:38,2628.7871,2700,-20.1123,0.1044,0.0000,0.0000,0.0011,0.000,1441.630,34.066214,-106.917128,171,0.0045,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:33:45,2628.7858,2700,-20.1136,0.1044,0.0000,0.0000,-0.0008,0.000,1441.630,34.066214,-106.917128,178,0.0036,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:33:54,2628.7844,2700,-20.1150,0.1044,0.0000,0.0000,-0.0017,0.000,1441.630,34.066214,-106.917128,187,0.0022,95,No notes.
NMTAA,fichera,B-107,2022/05/06,22:34:03,2628.7873,2700,-20.1122,0.1044,0.0000,0.0000,-0.0005,0.000,1441.630,34.066214,-106.917128,196,0.0014,95,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:46:44,2628.7536,2700,-20.1462,0.1048,0.0000,0.0000,0.0017,0.000,1441.634,34.066814,-106.917128,96,0.0041,95,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:46:52,2628.7681,2700,-20.1317,0.1048,0.0000,0.0000,0.0045,0.000,1441.634,34.066814,-106.917128,104,0.0028,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:00,2628.7672,2700,-20.1325,0.1048,0.0000,0.0000,0.0011,0.000,1441.634,34.066814,-106.917128,112,0.0013,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:06,2628.7647,2700,-20.1350,0.1048,0.0000,0.0000,-0.0016,0.000,1441.634,34.066814,-106.917128,118,0.0058,95,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:18,2628.7645,2700,-20.1352,0.1048,0.0000,0.0000,0.0017,0.000,1441.634,34.066814,-106.917128,130,0.0049,95,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:25,2628.7665,2700,-20.1333,0.1048,0.0000,0.0000,-0.0009,0.000,1441.634,34.066814,-106.917128,137,0.0023,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:34,2628.7670,2700,-20.1327,0.1048,0.0000,0.0000,-0.0004,0.000,1441.634,34.066814,-106.917128,146,0.0023,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:42,2628.7663,2700,-20.1334,0.1048,0.0000,0.0000,-0.0007,0.000,1441.634,34.066814,-106.917128,154,0.0050,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:49,2628.7658,2700,-20.1340,0.1048,0.0000,0.0000,-0.0021,0.000,1441.634,34.066814,-106.917128,161,0.0041,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:47:56,2628.7699,2700,-20.1299,0.1048,0.0000,0.0000,0.0001,0.000,1441.634,34.066814,-106.917128,168,0.0046,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:48:02,2628.7709,2700,-20.1288,0.1048,0.0000,0.0000,0.0017,0.000,1441.634,34.066814,-106.917128,174,0.0057,93,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:48:08,2628.7647,2700,-20.1350,0.1048,0.0000,0.0000,-0.0032,0.000,1441.634,34.066814,-106.917128,180,0.0063,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:48:16,2628.7681,2700,-20.1317,0.1048,0.0000,0.0000,-0.0009,0.000,1441.634,34.066814,-106.917128,188,0.0048,94,No notes.
NMTAAout,fichera,B-107,2022/05/06,22:48:24,2628.7674,2700,-20.1324,0.1048,0.0000,0.0000,-0.0013,0.000,1441.634,34.066814,-106.917128,196,0.0047,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:55:39,2628.7896,2700,-20.1100,0.1047,0.0000,0.0000,0.0077,0.000,1441.630,34.066214,-106.917128,112,0.0053,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:55:45,2628.7767,2700,-20.1230,0.1046,0.0000,0.0000,-0.0042,0.000,1441.630,34.066214,-106.917128,118,0.0023,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:55:52,2628.7724,2700,-20.1272,0.1046,0.0000,0.0000,-0.0020,0.000,1441.630,34.066214,-106.917128,125,0.0022,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:55:58,2628.7839,2700,-20.1157,0.1046,0.0000,0.0000,0.0044,0.000,1441.630,34.066214,-106.917128,131,0.0035,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:56:04,2628.7841,2700,-20.1155,0.1046,0.0000,0.0000,0.0002,0.000,1441.630,34.066214,-106.917128,137,0.0009,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:56:10,2628.7846,2700,-20.1150,0.1046,0.0000,0.0000,-0.0006,0.000,1441.630,34.066214,-106.917128,143,0.0066,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:56:17,2628.7882,2700,-20.1115,0.1046,0.0000,0.0000,0.0026,0.000,1441.630,34.066214,-106.917128,150,0.0038,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:56:23,2628.7832,2700,-20.1164,0.1046,0.0000,0.0000,-0.0009,0.000,1441.630,34.066214,-106.917128,156,0.0033,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:56:28,2628.7837,2700,-20.1159,0.1046,0.0000,0.0000,-0.0015,0.000,1441.630,34.066214,-106.917128,161,0.0065,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:56:34,2628.7899,2700,-20.1097,0.1046,0.0000,0.0000,0.0031,0.000,1441.630,34.066214,-106.917128,167,0.0048,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:56:51,2628.7905,2700,-20.1092,0.1046,0.0000,0.0000,0.0033,0.000,1441.630,34.066214,-106.917128,184,0.0064,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:57:00,2628.7832,2700,-20.1164,0.1046,0.0000,0.0000,-0.0017,0.000,1441.630,34.066214,-106.917128,193,0.0041,94,No notes.
NMTAA,fichera,B-107,2022/05/06,22:57:09,2628.7860,2700,-20.1136,0.1046,0.0000,0.0000,-0.0006,0.000,1441.630,34.066214,-106.917128,202,0.0046,94,No notes.
